,line_text,speaker,temporada,episodio
6726,"Roy and I just got back from the Poconos.  I get ten vacation days a year, and I try to hold off taking them for as long as possible, and this year I got to the third week in January.",Pam,Season 2,2x14
6727,"I am Pam.  Spicoli guy.  Oh, God.  Names, numbers.  Okay. [walking into office] Whoa!  God!  Yuck, yuck.  Yuck.  Yuck!",Michael,Season 2,2x14
6728,What?,Pam,Season 2,2x14
6729,Wow!  What happened in there?,Michael,Season 2,2x14
6730,I don't know.,Pam,Season 2,2x14
6731,"There is stink in there, my God!  What is... what is that?",Michael,Season 2,2x14
6732,[looking at pile on Michel's carpet] Oh... I don't know.,Pam,Season 2,2x14
6733,Is it a bird?,Michael,Season 2,2x14
6734,"No, I don't think it's a bird.",Pam,Season 2,2x14
6735,"Oh, God!  How could that happen?  How could... right in the middle of the carpet.",Michael,Season 2,2x14
6737,"Um, somebody vomited right in the middle of the carpet in my office.",Michael,Season 2,2x14
6739,Check it out.,Michael,Season 2,2x14
6741,"Check it out.  Don't be a wuss, just get... no, I'm not holding your coffee.",Michael,Season 2,2x14
6743,What is it?,Michael,Season 2,2x14
6745,"What is it?  No, just tell me what it is.",Michael,Season 2,2x14
6747,Open the door up!,Pam,Season 2,2x14
6750,I cannot believe a pipe burst and left that in there.,Michael,Season 2,2x14
6752,"How do you know that?  What is it, then?",Michael,Season 2,2x14
6754,[as cleaning lady with mask leaves] Here she comes.  All cleaned?  Great. [walks into office],Michael,Season 2,2x14
6755,[coughing] It's still stinky.,Dwight,Season 2,2x14
6756,That is worse.,Michael,Season 2,2x14
6757,She probably scrubbed it,Dwight,Season 2,2x14
6758,"[while in his reeking office]  I am a big Fear Factor fan.  I'm a big fan of anything Joe Rogan does, actually, so this is sort of like my audition tape.  Um... [clearing throat]   I can't stand it [gets up to leave], I can't stay in here another second.  No!",Michael,Season 2,2x14
6759,Hey!  Welcome back!,Jim,Season 2,2x14
6760,Thanks!,Pam,Season 2,2x14
6761,"So, how was the resort?  Did you ski a lot?",Jim,Season 2,2x14
6762,A little.,Pam,Season 2,2x14
6763,Good!  What's goin' on here?,Jim,Season 2,2x14
6764,What?  I did not do that.  That sounds disgusting.,Jim,Season 2,2x14
6766,[smelling the stink] Oh.  Wow.,Jim,Season 2,2x14
6767,[giggles at Roy],Pam,Season 2,2x14
6768,[sitting at Jim's desk]  Hey Jim.  I thought that we would be desk buddies while they changed my carpet.,Michael,Season 2,2x14
6769,That might be a little difficult with the one computer.,Jim,Season 2,2x14
6770,Oh... It's ...,Michael,Season 2,2x14
6771,But there's definitely a desk open in the back.,Jim,Season 2,2x14
6772,[reluctantly] Yeah ...,Michael,Season 2,2x14
6773,...which I guess I'll be taking.,Jim,Season 2,2x14
6774,"No, no, no!  Seriously, I don't mind sharing.",Michael,Season 2,2x14
6775,"No, no, no, seriously, I'll be in the back.",Jim,Season 2,2x14
6776,"Hey, Kelly.",Jim,Season 2,2x14
6778,"Um, just for the day while Michael's at my desk.",Jim,Season 2,2x14
6780,Allergy to... the desk?,Jim,Season 2,2x14
6782,"[putting his feet on desk] Yeah, yeah, yeah.  Old bullpen.",Michael,Season 2,2x14
6783,[putting his feet on desk] Ha ha ha... the old bullpen.,Dwight,Season 2,2x14
6784,Don't ape me.,Michael,Season 2,2x14
6785,Okay.,Dwight,Season 2,2x14
6786,This is great.,Michael,Season 2,2x14
6787,Yeah!,Dwight,Season 2,2x14
6788,The pressures of my office are insane.,Michael,Season 2,2x14
6789,[agreeing] Mm.,Dwight,Season 2,2x14
6790,"I just... you couldn't understand, but man, you guys have it so easy out here, you know?  I used to sit right here.",Michael,Season 2,2x14
6791,No way!,Dwight,Season 2,2x14
6792,Yeah.,Michael,Season 2,2x14
6793,And who had your office?,Dwight,Season 2,2x14
6794,"Ed Truck. [exclaiming is disgust]  Ed Truck was the manager before me.  Horrible.  He hated fun.  It was like, 'Oh, Ed Truck is walking toward us.  Stop having fun.  Start pretending to do work.'  What a jerk.  He's... You know what?  I swore to myself that if I ever got to walk around the room as manager, people would laugh when they saw me coming and would applaud as I walked away.",Michael,Season 2,2x14
6796,You know who used to sit at that desk?,Michael,Season 2,2x14
6797,That guy Miles who quit to form his own company?,Dwight,Season 2,2x14
6798,Mm-mm.  Todd Packer.,Michael,Season 2,2x14
6799,No!,Dwight,Season 2,2x14
6800,Yeah.,Michael,Season 2,2x14
6801,I thought he was out on the road.,Dwight,Season 2,2x14
6802,"He was, but, uh... that desk was empty.  He'd come in and sit there sometimes.",Michael,Season 2,2x14
6803,Ah.,Dwight,Season 2,2x14
6804,"When I was in training, many years ago... not so long ago... I worked side-by-side with a fellow named Todd Packer, and together we rocked the office [picture behind Michael falls].  Packer and I once spent the whole day with our pants off, and when people noticed, we convinced them that",Michael,Season 2,2x14
6805,I will gladly pay you Tuesday for a hamburger today.,Michael,Season 2,2x14
6807,"Oh, a customer, well, sound the alarm. [laughs] Okay.",Michael,Season 2,2x14
6808,"Another time, Packer held this guy's head in the toilet for like a minute.  Guy had no sense of humor about it.  Probably why he wasn't hired.",Michael,Season 2,2x14
6810,Charley horse!,Michael,Season 2,2x14
6812,Charley horse!,Michael,Season 2,2x14
6814,"Oh, okay.  Gah.",Michael,Season 2,2x14
6815,"Once, as a joke, Packer banged every chick in the office. [giggles]  It was hysterical.",Michael,Season 2,2x14
6818,It's the lever on the side.,Jim,Season 2,2x14
6821,"No, I don't think I can...",Jim,Season 2,2x14
6823,[whispering] Dwight.,Michael,Season 2,2x14
6824,[whispering] Michael.,Dwight,Season 2,2x14
6825,Let's send up Accounting.,Michael,Season 2,2x14
6826,What?,Dwight,Season 2,2x14
6827,Old fashioned raid.  Sales on Accounting.  Yeah.  Follow my lead.,Michael,Season 2,2x14
6828,Hey guys.,Michael,Season 2,2x14
6830,Ahem.  What's up?,Michael,Season 2,2x14
6833,Yeah! [laughing],Dwight,Season 2,2x14
6834,Yeah! Oh ho ho [laughing],Michael,Season 2,2x14
6835,Should we help 'em pick up their stuff?,Dwight,Season 2,2x14
6836,"No, no, no, no.  We don't do that.  We don't do that.",Michael,Season 2,2x14
6837,Okay.,Dwight,Season 2,2x14
6838,"Watch out, Pam. You're next!",Michael,Season 2,2x14
6839,You're gonna throw my things on the ground?,Pam,Season 2,2x14
6840,Maybe!,Michael,Season 2,2x14
6842,"Why would somebody ruin a perfectly good carpet?  I don't know.  It could be done out of hate.  It could be done out of love.  It could be completely neutral.  Maybe somebody hates the cleaning lady.  And, well, she doesn't do a very good job, obviously, because my office still reeks like you would not believe.  I hate her.",Michael,Season 2,2x14
6843,You know what?  I am beginning to think that what happened to my carpet was an act of terrorism against the office.  The only thing that makes any sense.,Michael,Season 2,2x14
6844,"[on phone] Hello, am I the 107th caller? [hangs up, dials again] Hello, Rock 107.  Am I the 107th caller? [hangs up and dials again] Hell , Rock 107.  Am I the 107th caller? [hangs up and begins to dial again] I'm totally gonna win us that box set.",Dwight,Season 2,2x14
6845,Stop.,Michael,Season 2,2x14
6846,Jethro Tull...,Dwight,Season 2,2x14
6847,Stop it. [Dwight hangs up] Stop.  It.  [Dwight beings to dial] Don't.  Don't.,Michael,Season 2,2x14
6848,I need to make a sales call.  Please?,Dwight,Season 2,2x14
6849,All right.,Michael,Season 2,2x14
6850,"[on phone, whispering] Am I the 107th caller?",Dwight,Season 2,2x14
6851,[to Roy in Jim's earshot] ...back so soon.,Pam,Season 2,2x14
6853,"Yeah, right.",Pam,Season 2,2x14
6855,"Yeah, that's right.  We could do a three-day weekend.  I wonder if I could, like, call in sick on the Friday.  Then I get a four-day weekend.",Pam,Season 2,2x14
6857,[to Roy as Jim escapes into bathroom] Are you kidding?,Pam,Season 2,2x14
6859,"Hi, guys.",Michael,Season 2,2x14
6861,I'm just walking around.,Michael,Season 2,2x14
6863,"Well, yeah.",Michael,Season 2,2x14
6865,"Oh, and I'm not?  Why would you say that? Because I'm having fun?  You guys just are workin' for the weekend, aren't you?  I'm workin' for the week.  Sales team, listen to me.  This is what we're gonna do.  I'm gonna up the ante a little bit literally.  Right here, I'm gonna put a crisp one hundred dollar bill.  The person with the most sales at the end of the day gets to keep the cash.  Sound good?",Michael,Season 2,2x14
6866,Yeah!,Dwight,Season 2,2x14
6867,"[counting cash] Seventy, eighty, one, two three.  Eighty-three dollars.  Still a lotta money and I'm going to ... [moves money after seeing workmen walk by] ... I'm gonna leave it right over here where everybody can see it.  I will be taking Jim's clients today because he is not here and out of sight, out of the contest.  Let's see who winds up with the cash, shall we?",Michael,Season 2,2x14
6869,"Oh, it is on, Phyllis, it is so on!",Michael,Season 2,2x14
6870,It is so on!,Dwight,Season 2,2x14
6871,"God, this is gonna be fun.",Michael,Season 2,2x14
6872,Michael is gonna wipe the floor with us!,Dwight,Season 2,2x14
6873,"[on phone] So you have 40 boxes going out, and I will deliver those personally in a Sebring.  Very good, nice doing business with you.  Thank you. [hangs up] Yes! [chuckles] Oh, yeah!  Read it and weep.  Oh!  Oh, look at that! [puts post-it on Phyllis' forehead]  Look at me, Phyllis!  Oh, what is that?  That's my sale! [humming then dancing victoriously]",Michael,Season 2,2x14
6875,[stops dance] Nothing.,Michael,Season 2,2x14
6877,No.  Just ...,Michael,Season 2,2x14
6879,"You know what, guys?  It's none of your concern.  It was official business, so just...",Michael,Season 2,2x14
6881,"Yeah, paper business.  Is this done?",Michael,Season 2,2x14
6883,"Extreme Home Makeover puts together a house in an hour.  If you were on that crew, you would be fired like that. [snaps]",Michael,Season 2,2x14
6884,Somebody did something bad to Michael's carpet. Maybe that's all we need to know.,Pam,Season 2,2x14
6888,This was no act of God.  A person did this.  A person who works in this office.  Maybe all of them.,Michael,Season 2,2x14
6889,You know what?  Today is not a good day for a sales contest.  We're... we're not... we're not doin' this today.,Michael,Season 2,2x14
6890,That doesn't seem fair.,Pam,Season 2,2x14
6891,"You wanna talk about fair?  Does anyone need to smell my old carpet?  You explain to me how that was fair, and I'll explain to you how this is fair.  Plus I just... I think that picking today was sort of taking advantage.",Michael,Season 2,2x14
6892,But you're the one who picked today.,Dwight,Season 2,2x14
6893,I am a victim of a hate crime.  Stanley knows what I'm talkin' about.,Michael,Season 2,2x14
6895,"Well I hated it!  A lot!  Okay, I... you know what?  If the guilty person would just come forward and take their punishment, we'd be done . [no one comes forward]  Very well.  Then you are all punished.",Michael,Season 2,2x14
6896,What's our punishment?,Pam,Season 2,2x14
6897,"You're all on a time out.  Just sit there quietly. [phone rings, Phyllis reaches to answer]  No.  NO!  [phone continues to ring]",Michael,Season 2,2x14
6898,Hey!,Jim,Season 2,2x14
6900,Nothing much.  Let me ask you something.  It's actually little awkward.,Jim,Season 2,2x14
6902,What do you think of Kelly?,Jim,Season 2,2x14
6904,Are you interested in her?,Jim,Season 2,2x14
6906,Really?,Jim,Season 2,2x14
6908,She said lots of things.,Jim,Season 2,2x14
6910,I have no idea.,Jim,Season 2,2x14
6912,Yeah.  Sure.,Jim,Season 2,2x14
6914,Do you remember Ed Truck?,Michael,Season 2,2x14
6916,How would I know?,Michael,Season 2,2x14
6918,My biggest fear is turning into him.,Michael,Season 2,2x14
6920,"[sighs]  I wasn't talking literally, Creed.  Yeah, being buried alive would be worse. Happy?  Why am I talking to you?",Michael,Season 2,2x14
6921,[meeting Ed Truck in parking lot] Ed?  Hi.  Thanks for meeting me.  Must be kinda neat comin' back.,Michael,Season 2,2x14
6923,"Uh, well, honestly Ed, I really don't wanna be up there right now.",Michael,Season 2,2x14
6925,"Oh, no, no, no.  You're good.  It was clerical.  You're good.  Um, well, somebody did something in my office, and I now think that they did it on purpose and it was directed at me.",Michael,Season 2,2x14
6927,"I didn't get a good look at... it, but it smells horrible.",Michael,Season 2,2x14
6929,Really?,Michael,Season 2,2x14
6931,"Well, that figures.  So how did you deal with people not liking you?",Michael,Season 2,2x14
6933,Well... s-sure I can.,Michael,Season 2,2x14
6935,Not necessarily.  You can love a boss like you do a father.,Michael,Season 2,2x14
6937,"Well, okay.  Different management styles.",Michael,Season 2,2x14
6939,"Last week I would have given a kidney to anyone in this office.  I would have reached right into my stomach and pulled it out for them.  But now, no.  I don't have the relationship with these people that I thought I did.  I hope they ask, so they can hear me say, 'Uh... no. I only give my organs to my real friends.  Go get yourself a monkey kidney.'",Michael,Season 2,2x14
6940,"[on phone] Hey, Brenda.  This is, uh, Jim Halpert from the boat.  And I got your number from the corporate directory and, well, I was assuming that you probably gave it to them because you wanted me to ask you out, right?  Um, so gimme a call back.  You can get my number from said directory, um, or just check your e-mail 'cause I just sent you one.  Yikes.  Uh... give me a call back, I hope.  I'll talk to you later. Bye.",Jim,Season 2,2x14
6942,Yep.,Jim,Season 2,2x14
6943,[on phone] Yes.,Michael,Season 2,2x14
6945,Who is this?  How did you get this number?,Michael,Season 2,2x14
6947,Oh my God.  Packer.  Packster.  Whacky Pack.  How you doin'?,Michael,Season 2,2x14
6949,Uh... no.  Did anybody see a package here today?  No.  How big was it?,Michael,Season 2,2x14
6951,Really?,Michael,Season 2,2x14
6953,Did you see a big package?  Where did you leave it?,Michael,Season 2,2x14
6955,"Really?  Guys, did you see a big package in my office?",Michael,Season 2,2x14
6958,Are you kidding me?  Oh!,Michael,Season 2,2x14
6960,"That was Packer!  Oh, you're... you are dead.  You are dead, my friend!  That is hilar... Oh, God!  Of course it was you.",Michael,Season 2,2x14
6962,"Oh.  [laughs and claps] Yeah, yeah!  Oh my God.  It was Packer!",Michael,Season 2,2x14
6963,"It takes an advanced sense of humor.  I don't expect everybody to understand.  It was done out of love, just like I thought.  It's ah... God, these people are so... these are good people.  We have fun. [giggles] We just have fun!  Oh, I'm just so sorry that I threw the thing out.",Michael,Season 2,2x14
6965,"[voicemail message for Jim] Hey, Jim.  It's Pam.  I keep looking up to say something to you and then Michael's there and it's horrible.  Anyway, I'm bored.  Come back!",Pam,Season 2,2x14
6966,"[voicemail message for Jim] Hey, guess what?  I moved my computer so I can't see Michael's head.  It's working.  I think I can have a career as a very specific type of decorator.",Pam,Season 2,2x14
6967,"[voicemail message for Jim]  Sudoku. Level moderate. 18 minutes. Suck on that, Halpert.",Pam,Season 2,2x14
6968,"[voicemail message for Jim] I'll transfer you.  Dunder Mifflin, this is Pam.  Hold, please.  Dunder Mifflin, this is ... okay, sorry.  Michael was standing at my desk, and I needed to be busy or who knows what would've happened, so thank you.",Pam,Season 2,2x14
6969,"[voicemail message for Jim] Hey, what's that word we made up when you have a thing stuck in your shoe?  Anyway, I have a thing stuck in my shoe.",Pam,Season 2,2x14
6970,"[voicemail message for Jim] Hey, I have a chance to sneak out of here early, and I'm not messing this up, so I'll see you tomorrow.",Pam,Season 2,2x14
6971,"[voicemail message for Jim] Calling from my cell phone.  I don't know if you guys figured out who did that to Michael's carpet yet, but I have a theory that involves an inter-departmental conspiracy.  Everybody in the office.  We need to talk.",Pam,Season 2,2x14
